Name,Type,Species,Height,Weight (KG),Abilities,Base Exp.,Growth Rate,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total
Cosmog,Psychic,Nebula Pokémon,0.2,0.1,1. Unaware,40,Slow,43,29,31,29,31,37,157
Cosmoem,Psychic,Protostar Pokémon,0.1,999.9,1. Sturdy,140,Slow,43,29,131,29,131,37,357
Solgaleo,Psychic Steel,Sunne Pokémon,3.4,230,1. Full Metal Body,306,Slow,137,137,107,113,89,97,543
Lunala,Psychic Ghost,Moone Pokémon,4,120,1. Shadow Shield,306,Slow,137,113,89,137,107,97,543
Nihilego,Rock Poison,Parasite Pokémon,1.2,55.5,1. Beast Boost,257,Slow,109,53,47,127,131,103,461
Buzzwole,Bug Fighting,Swollen Pokémon,2.4,333.6,1. Beast Boost,257,Slow,107,139,139,53,53,79,463
Pheromosa,Bug Fighting,Lissome Pokémon,1.8,25,1. Beast Boost,257,Slow,71,137,37,137,37,151,499
Xurkitree,Electric,Glowing Pokémon,3.8,100,1. Beast Boost,257,Slow,83,89,71,173,71,83,487
Celesteela,Steel Flying,Launch Pokémon,9.2,999.9,1. Beast Boost,257,Slow,97,101,103,107,101,61,473
Kartana,Grass Steel,Drawn Sword Pokémon,0.3,0.1,1. Beast Boost,257,Slow,59,181,131,59,31,109,511
Guzzlord,Dark Dragon,Junkivore Pokémon,5.5,888,1. Beast Boost,257,Slow,223,101,53,97,53,43,347
Necrozma,Psychic Dragon,Prism Pokémon,7.5,230,Neuroforce,339,Slow,97,167,97,167,97,129,657
Magearna,Steel Fairy,Artificial Pokémon,1,80.5,1. Soul-Heart,300,Slow,80,95,115,130,115,65,520
Marshadow,Fighting Ghost,Gloomdweller Pokémon,0.7,22.2,1. Technician,270,Slow,90,125,80,90,90,125,510
Poipole,Poison,Poison Pin Pokémon,0.6,1.8,1. Beast Boost,189,Slow,67,73,67,73,67,73,353
Naganadel,Poison Dragon,Poison Pin Pokémon,3.6,150,1. Beast Boost,243,Slow,73,73,73,127,73,121,467
Stakataka,Rock Steel,Rampart Pokémon,5.5,820,1. Beast Boost,257,Slow,61,131,211,53,101,13,509
Blacephalon,Fire Ghost,Fireworks Pokémon,1.8,13,1. Beast Boost,257,Slow,53,127,53,151,79,107,517
Zeraora,Electric,Thunderclap Pokémon,1.5,44.5,1. Volt Absorb,270,Slow,88,112,75,102,80,143,512
Meltan,Steel,Hex Nut Pokémon,0.2,8,1. Magnet Pull,150,Slow,46,65,65,55,35,34,254
Melmetal,Steel,Hex Nut Pokémon,2.5,800,1. Iron Fist,300,Slow,135,143,143,80,65,34,465
Grookey,Grass,Chimp Pokémon,0.3,5,1. OvergrowGrassy Surge (hidden ability),62,Medium Slow,50,65,50,40,40,65,260
Thwackey,Grass,Beat Pokémon,0.7,14,1. OvergrowGrassy Surge (hidden ability),147,Medium Slow,70,85,70,55,60,80,350
Rillaboom,Grass,Drummer Pokémon,2.1,90,1. OvergrowGrassy Surge (hidden ability),265,Medium Slow,100,125,90,60,70,85,430
Scorbunny,Fire,Rabbit Pokémon,0.3,4.5,1. BlazeLibero (hidden ability),62,Medium Slow,50,71,40,40,40,69,260
Raboot,Fire,Rabbit Pokémon,0.6,9,1. BlazeLibero (hidden ability),147,Medium Slow,65,86,60,55,60,94,355
Cinderace,Fire,Striker Pokémon,1.4,33,1. BlazeLibero (hidden ability),265,Medium Slow,80,116,75,65,75,119,450
Sobble,Water,Water Lizard Pokémon,0.3,4,1. TorrentSniper (hidden ability),62,Medium Slow,50,40,40,70,40,70,260
Drizzile,Water,Water lizard Pokémon,0.7,11.5,1. TorrentSniper (hidden ability),147,Medium Slow,65,60,55,95,55,90,355
Inteleon,Water,Secret Agent Pokémon,1.9,45.2,1. TorrentSniper (hidden ability),265,Medium Slow,70,85,65,125,65,120,460
Skwovet,Normal,Cheeky Pokémon,0.3,2.5,1. Cheek PouchGluttony (hidden ability),55,Medium Fast,70,55,55,35,35,25,205
Greedent,Normal,Greedy Pokémon,0.6,6,1. Cheek PouchGluttony (hidden ability),161,Medium Fast,120,95,95,55,75,20,340
Rookidee,Flying,Tiny Bird Pokémon,0.2,1.8,1. Keen Eye2. UnnerveBig Pecks (hidden ability),49,Medium Slow,38,47,35,33,35,57,207
Corvisquire,Flying,Raven Pokémon,0.8,16,1. Keen Eye2. UnnerveBig Pecks (hidden ability),128,Medium Slow,68,67,55,43,55,77,297
Corviknight,Flying Steel,Raven Pokémon,2.2,75,1. Pressure2. UnnerveMirror Armor (hidden ability),248,Medium Slow,98,87,105,53,85,67,397
Blipbug,Bug,Larva Pokémon,0.4,8,1. Swarm2. Compound EyesTelepathy (hidden ability),36,Medium Fast,25,20,20,25,45,45,155
Dottler,Bug Psychic,Radome Pokémon,0.4,19.5,1. Swarm2. Compound EyesTelepathy (hidden ability),117,Medium Fast,50,35,80,50,90,30,285
Orbeetle,Bug Psychic,Seven Spot Pokémon,0.4,40.8,1. Swarm2. FriskTelepathy (hidden ability),253,Medium Fast,60,45,110,80,120,90,445
Nickit,Dark,Fox Pokémon,0.6,8.9,1. Run Away2. UnburdenStakeout (hidden ability),49,Fast,40,28,28,47,52,50,205
Thievul,Dark,Fox Pokémon,1.2,19.9,1. Run Away2. UnburdenStakeout (hidden ability),159,Fast,70,58,58,87,92,90,385
Gossifleur,Grass,Flowering Pokémon,0.4,2.2,1. Cotton Down2. RegeneratorEffect Spore (hidden ability),50,Medium Fast,40,40,60,40,60,10,210
Eldegoss,Grass,Cotton Bloom Pokémon,0.5,2.5,1. Cotton Down2. RegeneratorEffect Spore (hidden ability),161,Medium Fast,60,50,90,80,120,60,400
Wooloo,Normal,Sheep Pokémon,0.6,6,1. Fluffy2. Run AwayBulletproof (hidden ability),122,Medium Fast,42,40,55,40,45,48,228
Dubwool,Normal,Sheep Pokémon,1.3,43,1. Fluffy2. SteadfastBulletproof (hidden ability),172,Medium Fast,72,80,100,60,90,88,418
Chewtle,Water,Snapping Pokémon,0.3,8.5,1. Strong Jaw2. Shell ArmorSwift Swim (hidden ability),57,Medium Fast,50,64,50,38,38,44,234
Drednaw,Water Rock,Bite Pokémon,1,115.5,1. Strong Jaw2. Shell ArmorSwift Swim (hidden ability),170,Medium Fast,90,115,90,48,68,74,395
Yamper,Electric,Puppy Pokémon,0.3,13.5,1. Ball FetchRattled (hidden ability),54,Fast,59,45,50,40,50,26,211
Boltund,Electric,Dog Pokémon,1,34,1. Strong JawCompetitive (hidden ability),172,Fast,69,90,60,90,60,121,421
Rolycoly,Rock,Coal Pokémon,0.3,12,1. Steam Engine2. HeatproofFlash Fire (hidden ability),48,Medium Slow,30,40,50,40,50,30,210
Carkol,Rock Fire,Coal Pokémon,1.1,78,1. Steam Engine2. Flame BodyFlash Fire (hidden ability),144,Medium Slow,80,60,90,60,70,50,330
Coalossal,Rock Fire,Coal Pokémon,2.8,310.5,1. Steam Engine2. Flame BodyFlash Fire (hidden ability),255,Medium Slow,110,80,120,80,90,30,400
Applin,Grass Dragon,Apple Core Pokémon,0.2,0.5,1. Ripen2. GluttonyBulletproof (hidden ability),52,Erratic,40,40,80,40,40,20,220
Flapple,Grass Dragon,Apple Wing Pokémon,0.3,1,1. Ripen2. GluttonyHustle (hidden ability),170,Erratic,70,110,80,95,60,70,415
Appletun,Grass Dragon,Apple Nectar Pokémon,0.4,13,1. Ripen2. GluttonyThick Fat (hidden ability),170,Erratic,110,85,80,100,80,30,375
Silicobra,Ground,Sand Snake Pokémon,2.2,7.6,1. Sand Spit2. Shed SkinSand Veil (hidden ability),63,Medium Fast,52,57,75,35,50,46,263
Sandaconda,Ground,Sand Snake Pokémon,3.8,65.5,1. Sand Spit2. Shed SkinSand Veil (hidden ability),179,Medium Fast,72,107,125,65,70,71,438
Cramorant,Flying Water,Gulp Pokémon,0.8,18,1. Gulp Missile,166,Medium Fast,70,85,55,85,95,85,405
Arrokuda,Water,Rush Pokémon,0.5,1,1. Swift SwimPropeller Tail (hidden ability),56,Slow,41,63,40,40,30,66,239
Barraskewda,Water,Skewer Pokémon,1.3,30,1. Swift SwimPropeller Tail (hidden ability),172,Slow,61,123,60,60,50,136,429
Toxel,Electric Poison,Baby Pokémon,0.4,11,1. Rattled2. StaticKlutz (hidden ability),48,Medium Slow,40,38,35,54,35,40,202
Toxtricity,Electric Poison,Punk Pokémon,1.6,40,Punk Rock Minus Technician,176,Medium Slow,75,98,70,114,70,75,427
Sizzlipede,Fire Bug,Radiator Pokémon,0.7,1,1. Flash Fire2. White SmokeFlame Body (hidden ability),61,Medium Fast,50,65,45,50,50,45,255
Centiskorch,Fire Bug,Radiator Pokémon,3,120,1. Flash Fire2. White SmokeFlame Body (hidden ability),184,Medium Fast,100,115,65,90,90,65,425
Clobbopus,Fighting,Tantrum Pokémon,0.6,4,1. LimberTechnician (hidden ability),62,Medium Slow,50,68,60,50,50,32,260
Grapploct,Fighting,Tantrum Pokémon,1.6,39,1. LimberTechnician (hidden ability),168,Medium Slow,80,118,90,70,80,42,400
Sinistea,Ghost,Black Tea Pokémon,0.1,0.2,1. Weak ArmorCursed Body (hidden ability),62,Medium Fast,40,45,45,74,54,50,268
Polteageist,Ghost,Black Tea Pokémon,0.2,0.4,1. Weak ArmorCursed Body (hidden ability),178,Medium Fast,60,65,65,134,114,70,448
Hatenna,Psychic,Calm Pokémon,0.4,3.4,1. Healer2. AnticipationMagic Bounce (hidden ability),53,Slow,42,30,45,56,53,39,223
Hattrem,Psychic,Serene Pokémon,0.6,4.8,1. Healer2. AnticipationMagic Bounce (hidden ability),130,Slow,57,40,65,86,73,49,313
Hatterene,Psychic Fairy,Silent Pokémon,2.1,5.1,1. Healer2. AnticipationMagic Bounce (hidden ability),255,Slow,57,90,95,136,103,29,453
Impidimp,Dark Fairy,Wily Pokémon,0.4,5.5,1. Prankster2. FriskPickpocket (hidden ability),53,Medium Fast,45,45,30,55,40,50,220
Morgrem,Dark Fairy,Devious Pokémon,0.8,12.5,1. Prankster2. FriskPickpocket (hidden ability),130,Medium Fast,65,60,45,75,55,70,305
Grimmsnarl,Dark Fairy,Bulk Up Pokémon,1.5,61,1. Prankster2. FriskPickpocket (hidden ability),255,Medium Fast,95,120,65,95,75,60,415
Obstagoon,Dark Normal,Blocking Pokémon,1.6,46,1. Reckless2. GutsDefiant (hidden ability),260,Medium Fast,93,90,101,60,81,95,427
Perrserker,Steel,Viking Pokémon,0.8,28,1. Battle Armor2. Tough ClawsSteely Spirit (hidden ability),154,Medium Fast,70,110,100,50,60,50,370
Cursola,Ghost,Coral Pokémon,1,0.4,1. Weak ArmorPerish Body (hidden ability),179,Fast,60,95,50,145,130,30,450
Runerigus,Ground Ghost,Grudge Pokémon,1.6,66.6,1. Wandering Spirit,169,Medium Fast,58,95,145,50,105,30,425
Milcery,Fairy,Cream Pokémon,0.2,0.3,1. Sweet VeilAroma Veil (hidden ability),54,Medium Fast,45,40,40,50,61,34,225
Alcremie,Fairy,Cream Pokémon,0.3,0.5,1. Sweet VeilAroma Veil (hidden ability),173,Medium Fast,65,60,75,110,121,64,430
Falinks,Fighting,Formation Pokémon,3,62,1. Battle ArmorDefiant (hidden ability),165,Medium Fast,65,100,100,70,60,75,405
Pincurchin,Electric,Sea Urchin Pokémon,0.3,1,1. Lightning RodElectric Surge (hidden ability),152,Medium Fast,48,101,95,91,85,15,387
Snom,Ice Bug,Worm Pokémon,0.3,3.8,1. Shield DustIce Scales (hidden ability),37,Medium Fast,30,25,35,45,30,20,155
Frosmoth,Ice Bug,Frost Moth Pokémon,1.3,42,1. Shield DustIce Scales (hidden ability),166,Medium Fast,70,65,60,125,90,65,405
Stonjourner,Rock,Big Rock Pokémon,2.5,520,1. Power Spot,165,Slow,100,125,135,20,20,70,370
Eiscue,Ice,Penguin Pokémon,1.4,89,Ice Face,165,Slow,75,80,70,65,50,130,395
Indeedee,Psychic Normal,Emotion Pokémon,0.9,28,Own Tempo Synchronize Psychic Surge,166,Fast,70,55,65,95,105,85,405
Morpeko,Electric Dark,Two-Sided Pokémon,0.3,3,Hunger Switch,153,Medium Fast,58,95,58,70,58,97,378
Cufant,Steel,Copperderm Pokémon,1.2,100,1. Sheer ForceHeavy Metal (hidden ability),66,Medium Fast,72,80,49,40,49,40,258
Copperajah,Steel,Copperderm Pokémon,3,650,1. Sheer ForceHeavy Metal (hidden ability),175,Medium Fast,122,130,69,80,69,30,378
Dracozolt,Electric Dragon,Fossil Pokémon,1.8,190,1. Volt Absorb2. HustleSand Rush (hidden ability),177,Slow,90,100,90,80,70,75,415
Arctozolt,Electric Ice,Fossil Pokémon,2.3,150,1. Volt Absorb2. StaticSlush Rush (hidden ability),177,Slow,90,100,90,90,80,55,415
Dracovish,Water Dragon,Fossil Pokémon,2.3,215,1. Water Absorb2. Strong JawSand Rush (hidden ability),177,Slow,90,90,100,70,80,75,415
Arctovish,Water Ice,Fossil Pokémon,2,175,1. Water Absorb2. Ice BodySlush Rush (hidden ability),177,Slow,90,90,100,80,90,55,415
Duraludon,Steel Dragon,Alloy Pokémon,1.8,40,1. Light Metal2. Heavy MetalStalwart (hidden ability),187,Medium Fast,70,95,115,120,50,85,465
Dreepy,Dragon Ghost,Lingering Pokémon,0.5,2,1. Clear Body2. InfiltratorCursed Body (hidden ability),54,Slow,28,60,30,40,30,82,242
Drakloak,Dragon Ghost,Caretaker Pokémon,1.4,11,1. Clear Body2. InfiltratorCursed Body (hidden ability),144,Slow,68,80,50,60,50,102,342
Dragapult,Dragon Ghost,Stealth Pokémon,3,50,1. Clear Body2. InfiltratorCursed Body (hidden ability),300,Slow,88,120,75,100,75,142,512
Zacian,Fairy Steel,Warrior Pokémon,2.8,355,Intrepid Sword,350,Slow,92,150,115,80,115,148,608
Zamazenta,Fighting Steel,Warrior Pokémon,2.9,785,Dauntless Shield,350,Slow,92,120,140,80,140,128,608
Eternatus,Poison Dragon,Gigantic Pokémon,100,950,Pressure,563,Slow,255,115,250,125,250,130,870
Kubfu,Fighting,Wushu Pokémon,0.6,12,1. Inner Focus,77,Slow,60,90,60,53,50,72,325
Urshifu,Fighting Water,Wushu Pokémon,1.9,105,Unseen Fist,275,Slow,100,130,100,63,60,97,450
Zarude,Dark Grass,Rogue Monkey Pokémon,1.8,70,1. Leaf Guard,300,Slow,105,120,105,70,95,105,495
Regieleki,Electric,Electron Pokémon,1.2,145,1. Transistor,290,Slow,80,100,50,100,50,200,500
Regidrago,Dragon,Dragon Orb Pokémon,2.1,200,1. Dragon's Maw,290,Slow,200,100,50,100,50,80,380
Glastrier,Ice,Wild Horse Pokémon,2.2,800,1. Chilling Neigh,290,Slow,100,145,130,65,110,30,480
Spectrier,Ghost,Swift Horse Pokémon,2,44.5,1. Grim Neigh,290,Slow,100,65,60,145,80,130,480
Calyrex,Psychic Ghost,High King Pokémon,2.4,53.6,As One,340,Slow,100,85,80,165,100,150,580
Wyrdeer,Normal Psychic,Big Horn Pokémon,1.8,95.1,1. Intimidate2. FriskSap Sipper (hidden ability),263,Slow,103,105,72,105,75,65,422
Kleavor,Bug Rock,Axe Pokémon,1.8,89,1. Swarm2. Sheer ForceSharpness (hidden ability),175,Medium Fast,70,135,95,45,70,85,430
Ursaluna,Ground Normal,Peat Pokémon,2.7,333,Mind's Eye,275,Medium Fast,113,70,120,135,65,52,442
Basculegion,Water Ghost,Big Fish Pokémon,3,110,Swift Swim Adaptability Mold Breaker,265,Medium Fast,120,92,65,100,75,78,410
Sneasler,Fighting Poison,Free Climb Pokémon,1.3,43,1. Pressure2. UnburdenPoison Touch (hidden ability),102,Medium Slow,80,130,60,40,80,120,430
Overqwil,Dark Poison,Pin Cluster Pokémon,2.5,60.5,1. Poison Point2. Swift SwimIntimidate (hidden ability),179,Medium Fast,85,115,95,65,65,85,425
Enamorus,Fairy Flying,Love-Hate Pokémon,1.6,48,Overcoat,116,Slow,74,115,110,135,100,46,506
Sprigatito,Grass,Grass Cat Pokémon,0.4,4.1,1. OvergrowProtean (hidden ability),62,Medium Slow,40,61,54,45,45,65,270
Floragato,Grass,Grass Cat Pokémon,0.9,12.2,1. OvergrowProtean (hidden ability),144,Medium Slow,61,80,63,60,63,83,349
Meowscarada,Grass Dark,Magician Pokémon,1.5,31.2,1. OvergrowProtean (hidden ability),265,Medium Slow,76,110,70,81,70,123,454
Fuecoco,Fire,Fire Croc Pokémon,0.4,9.8,1. BlazeUnaware (hidden ability),62,Medium Slow,67,45,59,63,40,36,243
Crocalor,Fire,Fire Croc Pokémon,1,30.7,1. BlazeUnaware (hidden ability),144,Medium Slow,81,55,78,90,58,49,330
Skeledirge,Fire Ghost,Singer Pokémon,1.6,326.5,1. BlazeUnaware (hidden ability),265,Medium Slow,104,75,100,110,75,66,426
Quaxly,Water,Duckling Pokémon,0.5,6.1,1. TorrentMoxie (hidden ability),62,Medium Slow,55,65,45,50,45,50,255
Quaxwell,Water,Practicing Pokémon,1.2,21.5,1. TorrentMoxie (hidden ability),144,Medium Slow,70,85,65,65,60,65,340
Quaquaval,Water Fighting,Dancer Pokémon,1.8,61.9,1. TorrentMoxie (hidden ability),265,Medium Slow,85,120,80,85,75,85,445
Lechonk,Normal,Hog Pokémon,0.5,10.2,1. Aroma Veil2. GluttonyThick Fat (hidden ability),51,Medium Fast,54,45,40,35,45,35,200
Oinkologne,Normal,Hog Pokémon,1,120,Aroma Veil Gluttony Thick Fat,171,Medium Fast,115,90,70,59,90,65,374
Tarountula,Bug,String Ball Pokémon,0.3,4,1. InsomniaStakeout (hidden ability),42,Erratic,35,41,45,29,40,20,175
Spidops,Bug,Trap Pokémon,1,16.5,1. InsomniaStakeout (hidden ability),141,Erratic,60,79,92,52,86,35,344
Nymble,Bug,Grasshopper Pokémon,0.2,1,1. SwarmTinted Lens (hidden ability),42,Medium Fast,33,46,40,21,25,45,177
Lokix,Bug Dark,Grasshopper Pokémon,1,17.5,1. SwarmTinted Lens (hidden ability),158,Medium Fast,71,102,78,52,55,92,379
Pawmi,Electric,Mouse Pokémon,0.3,2.5,1. Static2. Natural CureIron Fist (hidden ability),48,Medium Fast,45,50,20,40,25,60,195
Pawmo,Electric Fighting,Mouse Pokémon,0.4,6.5,1. Volt Absorb2. Natural CureIron Fist (hidden ability),123,Medium Fast,60,75,40,50,40,85,290
Pawmot,Electric Fighting,Hands-On Pokémon,0.9,41,1. Volt Absorb2. Natural CureIron Fist (hidden ability),245,Medium Fast,70,115,70,70,60,105,420
Tandemaus,Normal,Couple Pokémon,0.3,1.8,1. Run Away2. PickupOwn Tempo (hidden ability),61,Fast,50,50,45,40,45,75,255
Maushold,Normal,Family Pokémon,0.3,2.3,Friend Guard Cheek Pouch Technician,165,Fast,74,75,70,65,75,111,396
Fidough,Fairy,Puppy Pokémon,0.3,10.9,1. Own TempoKlutz (hidden ability),62,Medium Slow,37,55,70,30,55,65,275
Dachsbun,Fairy,Dog Pokémon,0.5,14.9,1. Well-Baked BodyAroma Veil (hidden ability),167,Medium Slow,57,80,115,50,80,95,420
Smoliv,Grass Normal,Olive Pokémon,0.3,6.5,1. Early BirdHarvest (hidden ability),52,Medium Slow,41,35,45,58,51,30,219
Dolliv,Grass Normal,Olive Pokémon,0.6,11.9,1. Early BirdHarvest (hidden ability),124,Medium Slow,52,53,60,78,78,33,302
Arboliva,Grass Normal,Olive Pokémon,1.4,48.2,1. Seed SowerHarvest (hidden ability),255,Medium Slow,78,69,90,125,109,39,432
Squawkabilly,Normal Flying,Parrot Pokémon,0.6,2.4,Intimidate Hustle Sheer Force,146,Erratic,82,96,51,45,51,92,335
Nacli,Rock,Rock Salt Pokémon,0.4,16,1. Purifying Salt2. SturdyClear Body (hidden ability),56,Medium Slow,55,55,75,35,35,25,225
Naclstack,Rock,Rock Salt Pokémon,0.6,105,1. Purifying Salt2. SturdyClear Body (hidden ability),124,Medium Slow,60,60,100,35,65,35,295
Garganacl,Rock,Rock Salt Pokémon,2.3,240,1. Purifying Salt2. SturdyClear Body (hidden ability),250,Medium Slow,100,100,130,45,90,35,400
Charcadet,Fire,Fire Child Pokémon,0.6,10.5,1. Flash FireFlame Body (hidden ability),51,Slow,40,50,40,50,40,35,215
Armarouge,Fire Psychic,Fire Warrior Pokémon,1.5,85,1. Flash FireWeak Armor (hidden ability),263,Slow,85,60,100,125,80,75,440
Ceruledge,Fire Ghost,Fire Blades Pokémon,1.6,62,1. Flash FireWeak Armor (hidden ability),263,Slow,75,125,80,60,100,85,450
Tadbulb,Electric,EleTadpole Pokémon,0.3,0.4,1. Own Tempo2. StaticDamp (hidden ability),54,Medium Fast,61,31,41,59,35,45,211
Bellibolt,Electric,EleFrog Pokémon,1.2,113,1. Electromorphosis2. StaticDamp (hidden ability),173,Medium Fast,109,64,91,103,83,45,386
Wattrel,Electric Flying,Storm Petrel Pokémon,0.4,3.6,1. Wind Power2. Volt AbsorbCompetitive (hidden ability),56,Medium Slow,40,40,35,55,40,70,240
Kilowattrel,Electric Flying,Frigatebird Pokémon,1.4,38.6,1. Wind Power2. Volt AbsorbCompetitive (hidden ability),172,Medium Slow,70,70,60,105,60,125,420
Maschiff,Dark,Rascal Pokémon,0.5,16,1. Intimidate2. Run AwayStakeout (hidden ability),68,Medium Slow,60,78,60,40,51,51,280
Mabosstiff,Dark,Boss Pokémon,1.1,61,1. Intimidate2. Guard DogStakeout (hidden ability),177,Medium Slow,80,120,90,60,70,85,425
Shroodle,Poison Normal,Toxic Mouse Pokémon,0.2,0.7,1. Unburden2. PickpocketPrankster (hidden ability),58,Medium Slow,40,65,35,40,35,75,250
Grafaiai,Poison Normal,Toxic Monkey Pokémon,0.7,27.2,1. Unburden2. Poison TouchPrankster (hidden ability),170,Medium Slow,63,95,65,80,72,110,422
Bramblin,Grass Ghost,Tumbleweed Pokémon,0.6,0.6,1. Wind RiderInfiltrator (hidden ability),55,Medium Fast,40,65,30,45,35,60,235
Brambleghast,Grass Ghost,Tumbleweed Pokémon,1.2,6,1. Wind RiderInfiltrator (hidden ability),168,Medium Fast,55,115,70,80,70,90,425
Toedscool,Ground Grass,Woodear Pokémon,0.9,33,1. Mycelium Might,67,Medium Slow,40,40,35,50,100,70,295
Toedscruel,Ground Grass,Woodear Pokémon,1.9,58,1. Mycelium Might,180,Medium Slow,80,70,65,80,120,100,435
Klawf,Rock,Ambush Pokémon,1.3,79,1. Anger Shell2. Shell ArmorRegenerator (hidden ability),158,Medium Fast,70,100,115,35,55,75,380
Capsakid,Grass,Spicy Pepper Pokémon,0.3,3,1. Chlorophyll2. InsomniaKlutz (hidden ability),61,Medium Fast,50,62,40,62,40,50,254
Scovillain,Grass Fire,Spicy Pepper Pokémon,0.9,15,1. Chlorophyll2. InsomniaMoody (hidden ability),170,Medium Fast,65,108,65,108,65,75,421
Rellor,Bug,Rolling Pokémon,0.2,1,1. Compound EyesShed Skin (hidden ability),54,Fast,41,50,60,31,58,30,229
Rabsca,Bug Psychic,Rolling Pokémon,0.3,3.5,1. SynchronizeTelepathy (hidden ability),165,Fast,75,50,85,115,100,45,395
Flittle,Psychic,Frill Pokémon,0.2,1.5,1. Anticipation2. FriskSpeed Boost (hidden ability),51,Medium Slow,30,35,30,55,30,75,225
Espathra,Psychic,Ostrich Pokémon,1.9,90,1. Opportunist2. FriskSpeed Boost (hidden ability),168,Medium Slow,95,60,60,101,60,105,386
Tinkatink,Fairy Steel,Metalsmith Pokémon,0.4,8.9,1. Mold Breaker2. Own TempoPickpocket (hidden ability),59,Medium Slow,50,45,45,35,64,58,247
Tinkatuff,Fairy Steel,Hammer Pokémon,0.7,59.1,1. Mold Breaker2. Own TempoPickpocket (hidden ability),133,Medium Slow,65,55,55,45,82,78,315
Tinkaton,Fairy Steel,Hammer Pokémon,0.7,112.8,1. Mold Breaker2. Own TempoPickpocket (hidden ability),253,Medium Slow,85,75,77,70,105,94,421
Wiglett,Water,Garden Eel Pokémon,1.2,1.8,1. Gooey2. RattledSand Veil (hidden ability),49,Medium Fast,10,55,25,35,25,95,235
Wugtrio,Water,Garden Eel Pokémon,1.2,5.4,1. Gooey2. RattledSand Veil (hidden ability),149,Medium Fast,35,100,50,50,70,120,390
Bombirdier,Flying Dark,Item Drop Pokémon,1.5,42.9,1. Big Pecks2. Keen EyeRocky Payload (hidden ability),243,Slow,70,103,85,60,85,82,415
Finizen,Water,Dolphin Pokémon,1.3,60.2,1. Water Veil,63,Slow,70,45,40,45,40,75,245
Palafin,Water,Hero Pokémon,1.8,97.4,Zero to Hero,228,Slow,100,160,97,106,87,100,550
Varoom,Steel Poison,Single-Cyl Pokémon,1,35,1. OvercoatSlow Start (hidden ability),60,Medium Fast,45,70,63,30,45,47,255
Revavroom,Steel Poison,Multi-Cyl Pokémon,1.8,120,1. OvercoatFilter (hidden ability),175,Medium Fast,80,119,90,54,67,90,420
Cyclizar,Dragon Normal,Mount Pokémon,1.6,63,1. Shed SkinRegenerator (hidden ability),175,Medium Slow,70,95,65,85,65,121,431
Orthworm,Steel,Earthworm Pokémon,2.5,310,1. Earth EaterSand Veil (hidden ability),240,Slow,70,85,145,60,55,65,410
Glimmet,Rock Poison,Ore Pokémon,0.7,8,1. Toxic DebrisCorrosion (hidden ability),70,Medium Slow,48,35,42,105,60,60,302
Glimmora,Rock Poison,Ore Pokémon,1.5,45,1. Toxic DebrisCorrosion (hidden ability),184,Medium Slow,83,55,90,130,81,86,442
Greavard,Ghost,Ghost Dog Pokémon,0.6,35,1. PickupFluffy (hidden ability),58,Medium Slow,50,61,60,30,55,34,240
Houndstone,Ghost,Ghost Dog Pokémon,2,15,1. Sand RushFluffy (hidden ability),171,Medium Slow,72,101,100,50,97,68,416
Flamigo,Flying Fighting,Synchronize Pokémon,1.6,37,1. Scrappy2. Tangled FeetCostar (hidden ability),175,Medium Slow,82,115,74,75,64,90,418
Cetoddle,Ice,Terra Whale Pokémon,1.2,45,1. Thick Fat2. Snow CloakSheer Force (hidden ability),67,Medium Slow,108,68,45,30,40,43,226
Cetitan,Ice,Terra Whale Pokémon,4.5,700,1. Thick Fat2. Slush RushSheer Force (hidden ability),182,Medium Slow,170,113,65,45,55,73,351
Veluza,Water Psychic,Jettison Pokémon,2.5,90,1. Mold BreakerSharpness (hidden ability),167,Fast,90,102,73,78,65,70,388
Dondozo,Water,Big Catfish Pokémon,12,220,1. Unaware2. ObliviousWater Veil (hidden ability),265,Slow,150,100,115,65,65,35,380
Tatsugiri,Dragon Water,Mimicry Pokémon,0.3,8,Commander,166,Medium Slow,68,50,60,120,95,82,407
Annihilape,Fighting Ghost,Rage Monkey Pokémon,1.2,56,1. Vital Spirit2. Inner FocusDefiant (hidden ability),268,Medium Fast,110,115,80,50,90,90,425
Clodsire,Poison Ground,Spiny Fish Pokémon,1.8,223,1. Poison Point2. Water AbsorbUnaware (hidden ability),151,Medium Fast,130,75,60,45,100,20,300
Farigiraf,Normal Psychic,Long Neck Pokémon,3.2,160,1. Cud Chew2. Armor TailSap Sipper (hidden ability),260,Medium Fast,120,90,70,110,70,60,400
Dudunsparce,Normal,Land Snake Pokémon,4.5,47.4,Serene Grace Run Away Rattled,182,Medium Fast,125,100,80,85,75,55,395
Kingambit,Dark Steel,Big Blade Pokémon,2,120,1. Defiant2. Supreme OverlordPressure (hidden ability),275,Medium Fast,100,135,120,60,85,50,450
Great Tusk,Ground Fighting,Paradox Pokémon,2.2,320,1. Protosynthesis,285,Slow,115,131,131,53,53,87,455
Scream Tail,Fairy Psychic,Paradox Pokémon,1.2,8,1. Protosynthesis,285,Slow,115,65,99,65,115,111,455
Brute Bonnet,Grass Dark,Paradox Pokémon,1.2,21,1. Protosynthesis,285,Slow,111,127,99,79,99,55,459
Flutter Mane,Ghost Fairy,Paradox Pokémon,1.4,4,1. Protosynthesis,285,Slow,55,55,55,135,135,135,515
